generation,education,marital_status,income,children,expenses,purchases,recency,years,acceptcmpg
Gen_X,graduate,relation,74716.0,1,860,21,92,10.0,0
Baby_boomers,graduate,single,68118.0,1,928,29,51,10.0,0
Gen_X,post_graduate,relation,55158.0,2,418,25,72,11.0,0
Baby_boomers,post_graduate,relation,62972.0,1,587,22,39,12.0,0
Gen_X,graduate,relation,74190.0,1,641,21,49,9.0,0
Gen_X,graduate,relation,39356.0,2,23,10,21,10.0,1
Gen_X,graduate,relation,76653.0,0,2279,25,91,10.0,2
Gen_X,post_graduate,single,35860.0,2,49,11,37,10.0,1
Millennial,post_graduate,single,90687.0,0,1779,19,98,11.0,1
Millennial,post_graduate,relation,73450.0,0,1804,30,85,11.0,2
Baby_boomers,graduate,relation,31454.0,2,48,16,40,11.0,0
Baby_boomers,graduate,single,47139.0,2,83,14,2,10.0,0
Gen_X,graduate,single,83829.0,0,1862,18,78,10.0,3
Baby_boomers,post_graduate,relation,53378.0,2,793,37,41,11.0,0
Gen_X,graduate,relation,19656.0,1,84,16,94,10.0,0
Baby_boomers,post_graduate,relation,45579.0,1,183,16,10,10.0,0
Baby_boomers,post_graduate,single,85485.0,0,1383,21,73,10.0,0
Builder,graduate,relation,55956.0,0,999,20,22,10.0,1
Baby_boomers,post_graduate,single,64191.0,1,825,27,30,11.0,0
Gen_X,graduate,single,38808.0,1,246,22,21,11.0,1
Gen_X,post_graduate,relation,57183.0,2,610,33,51,11.0,0
Gen_X,post_graduate,single,23748.0,1,76,17,97,11.0,0
Gen_X,graduate,relation,66303.0,1,1286,30,56,11.0,1
Gen_X,post_graduate,relation,37368.0,1,30,10,4,10.0,1
Baby_boomers,graduate,relation,40800.0,3,99,15,77,11.0,0
Gen_X,graduate,single,71847.0,0,1192,25,95,11.0,1
Gen_X,graduate,relation,46149.0,1,362,23,36,10.0,0
Millennial,graduate,relation,78687.0,0,2130,21,13,11.0,1
Gen_X,post_graduate,single,49118.0,0,1229,35,90,11.0,2
Baby_boomers,post_graduate,relation,37633.0,2,38,15,49,11.0,0
Baby_boomers,post_graduate,relation,39767.0,0,485,25,18,10.0,0
Baby_boomers,under_graduate,relation,26997.0,0,434,20,89,12.0,0
Gen_X,graduate,single,33986.0,1,44,12,43,11.0,0
Gen_X,post_graduate,relation,57091.0,1,496,25,82,11.0,1
Gen_X,post_graduate,relation,46831.0,2,78,11,84,10.0,0
Gen_X,post_graduate,relation,83151.0,0,2346,25,80,10.0,3
Gen_X,graduate,relation,52531.0,0,794,27,68,11.0,0
Baby_boomers,graduate,relation,15759.0,0,17,11,12,11.0,0
Gen_X,graduate,single,22804.0,1,26,14,75,10.0,0
Gen_X,post_graduate,relation,43050.0,1,76,13,10,10.0,0
Gen_X,post_graduate,single,42997.0,2,15,11,91,10.0,0
Baby_boomers,post_graduate,single,48918.0,2,62,11,21,9.0,0
Baby_boomers,post_graduate,relation,60033.0,1,198,12,28,10.0,0
Gen_X,post_graduate,relation,34043.0,1,49,14,97,10.0,0
Gen_X,graduate,relation,57811.0,1,802,30,49,11.0,1
Baby_boomers,graduate,relation,78569.0,0,1736,16,14,10.0,1
Gen_X,graduate,single,7500.0,2,57,16,5,11.0,0
Gen_X,post_graduate,relation,157733.0,1,59,3,37,11.0,0
Baby_boomers,graduate,relation,94384.0,0,2302,20,62,11.0,3
Millennial,post_graduate,relation,23148.0,0,37,13,83,10.0,0
Gen_X,graduate,single,44267.0,2,310,25,48,11.0,0
Gen_X,graduate,relation,71626.0,0,1305,22,94,12.0,1
Gen_X,graduate,relation,60894.0,1,832,33,61,11.0,0
Gen_X,graduate,relation,50200.0,2,401,27,70,11.0,0
Gen_X,post_graduate,relation,81051.0,0,1501,25,43,10.0,2
Millennial,graduate,relation,65169.0,0,1189,34,23,10.0,4
Gen_X,graduate,relation,59868.0,1,1194,38,37,10.0,0
Baby_boomers,post_graduate,relation,65695.0,1,656,25,50,10.0,0
Baby_boomers,post_graduate,single,64857.0,0,1540,27,78,11.0,0
Gen_X,post_graduate,relation,45143.0,1,311,22,74,10.0,0
Baby_boomers,post_graduate,relation,74805.0,1,820,28,14,11.0,0
Millennial,post_graduate,relation,59060.0,1,274,18,77,9.0,0
Baby_boomers,post_graduate,single,27238.0,2,57,18,39,11.0,0
Gen_X,graduate,relation,47009.0,1,448,21,89,11.0,0
Gen_X,post_graduate,relation,46094.0,2,44,12,62,9.0,0
Gen_X,graduate,relation,40321.0,2,102,15,59,10.0,0
Millennial,graduate,relation,37235.0,1,61,9,68,10.0,0
Baby_boomers,post_graduate,relation,81843.0,0,1643,30,13,11.0,0
Baby_boomers,post_graduate,relation,46692.0,1,397,21,37,11.0,0
Gen_X,graduate,relation,77382.0,1,1121,27,36,10.0,1
Gen_X,graduate,single,37774.0,2,473,25,28,12.0,1
Gen_X,under_graduate,relation,18393.0,1,50,16,2,10.0,0
Baby_boomers,post_graduate,relation,72828.0,1,1678,35,17,11.0,0
Millennial,graduate,relation,24711.0,0,58,14,86,10.0,0
Gen_X,post_graduate,relation,45503.0,1,170,14,54,10.0,0
Millennial,post_graduate,single,6560.0,0,373,19,2,10.0,0
Builder,post_graduate,relation,71604.0,0,1196,21,3,10.0,1
Gen_X,graduate,relation,27244.0,1,101,15,84,10.0,0
Gen_X,graduate,relation,48752.0,2,316,26,8,11.0,0
Baby_boomers,graduate,relation,71434.0,1,1400,25,4,10.0,2
Baby_boomers,graduate,single,90842.0,0,1424,28,57,10.0,0
Gen_X,post_graduate,relation,88097.0,1,844,29,24,11.0,3
Gen_X,graduate,relation,51948.0,1,311,18,51,10.0,0
Millennial,graduate,relation,71853.0,0,1149,18,29,10.0,0
Millennial,post_graduate,relation,35876.0,0,129,14,13,10.0,0
Baby_boomers,graduate,single,40049.0,1,32,11,23,10.0,0
Millennial,graduate,single,39660.0,1,299,23,36,11.0,0
Baby_boomers,graduate,relation,50127.0,1,320,19,88,10.0,1
Gen_X,post_graduate,relation,43263.0,1,441,21,2,11.0,0
Baby_boomers,post_graduate,relation,62845.0,2,1178,36,3,12.0,1
Millennial,graduate,relation,18929.0,0,85,12,15,11.0,0
Millennial,under_graduate,single,24367.0,1,24,13,58,11.0,0
Gen_X,graduate,single,33249.0,1,112,14,11,11.0,0
Baby_boomers,post_graduate,relation,26887.0,1,30,11,27,10.0,0
Millennial,post_graduate,relation,50150.0,0,410,21,32,11.0,0
Gen_X,graduate,relation,62061.0,1,800,30,12,10.0,1
Baby_boomers,post_graduate,single,85696.0,0,1313,21,88,11.0,0
Baby_boomers,post_graduate,relation,76542.0,0,1483,25,91,11.0,0
Millennial,graduate,single,70515.0,0,1258,19,12,10.0,0
Millennial,graduate,relation,18227.0,1,28,12,21,11.0,0
Gen_X,graduate,relation,69139.0,1,227,15,23,10.0,0
Millennial,graduate,relation,69109.0,0,1555,24,10,11.0,1
Baby_boomers,graduate,single,69627.0,1,861,28,35,11.0,0
Gen_X,graduate,relation,38136.0,1,103,16,69,11.0,1
Baby_boomers,post_graduate,single,62159.0,0,634,23,68,10.0,0
Baby_boomers,graduate,single,80695.0,0,1918,21,85,10.0,0
Gen_X,post_graduate,single,33316.0,2,131,16,34,11.0,0
Gen_X,graduate,relation,58554.0,2,586,29,55,11.0,0
Millennial,under_graduate,relation,17256.0,1,62,15,10,10.0,1
Gen_X,graduate,single,53034.0,2,447,30,30,11.0,0
Baby_boomers,post_graduate,relation,52203.0,0,939,33,36,11.0,0
Gen_X,post_graduate,single,59601.0,1,797,23,14,10.0,1
Baby_boomers,post_graduate,single,75154.0,1,1143,19,79,12.0,0
Gen_X,graduate,single,47025.0,1,415,23,52,10.0,0
Gen_X,graduate,relation,37971.0,1,30,13,97,10.0,0
Gen_X,post_graduate,single,41335.0,1,187,19,24,10.0,0
Baby_boomers,graduate,relation,67267.0,1,251,13,0,10.0,0
Gen_X,graduate,single,57338.0,1,237,17,96,10.0,0
Baby_boomers,post_graduate,relation,50523.0,2,91,14,89,10.0,0
Gen_X,post_graduate,single,35791.0,3,35,14,94,11.0,0
Baby_boomers,post_graduate,single,50611.0,1,493,28,98,12.0,1
Gen_X,post_graduate,relation,56242.0,1,971,34,72,11.0,0
Baby_boomers,graduate,single,48904.0,1,371,25,1,12.0,0
Gen_X,graduate,single,56243.0,3,396,25,26,10.0,0
Millennial,graduate,relation,21355.0,1,68,13,5,10.0,1
Gen_X,post_graduate,relation,57420.0,1,322,22,22,11.0,1
Gen_X,post_graduate,relation,52247.25135379061,1,317,19,39,11.0,0
Baby_boomers,post_graduate,single,46390.0,1,222,17,56,10.0,0
Baby_boomers,post_graduate,relation,54342.0,2,177,18,74,11.0,0
Baby_boomers,graduate,relation,52247.25135379061,2,45,10,87,12.0,0
Baby_boomers,post_graduate,single,52247.25135379061,2,21,11,49,9.0,0
Gen_X,graduate,relation,20895.0,1,45,15,24,12.0,0
Baby_boomers,graduate,relation,92344.0,0,1899,21,9,10.0,2
Gen_X,post_graduate,relation,52247.25135379061,1,42,12,17,10.0,0
Gen_X,post_graduate,relation,26907.0,2,22,13,10,10.0,0
Millennial,graduate,relation,44964.0,2,41,13,35,11.0,0
Gen_X,graduate,relation,75507.0,0,1440,24,56,10.0,0
Gen_X,post_graduate,relation,53761.0,2,325,22,7,10.0,0
Gen_X,graduate,relation,22682.0,1,95,14,51,11.0,0
Gen_X,post_graduate,relation,38887.0,1,42,12,17,10.0,0
Gen_X,post_graduate,single,41658.0,2,72,10,30,11.0,0
Gen_X,post_graduate,relation,29791.0,1,20,12,21,10.0,0
Baby_boomers,post_graduate,relation,63915.0,2,789,28,2,10.0,0
Gen_X,graduate,single,39996.0,2,15,10,85,10.0,0
Gen_X,graduate,single,26759.0,1,59,14,65,10.0,0
Gen_X,post_graduate,single,63841.0,1,908,28,64,11.0,0
Gen_X,post_graduate,relation,51039.0,2,417,21,11,11.0,0
Baby_boomers,graduate,relation,60544.0,2,289,21,92,11.0,0
Gen_X,graduate,relation,65685.0,1,769,26,54,10.0,0
Baby_boomers,graduate,relation,37716.0,1,188,17,4,10.0,0
Baby_boomers,graduate,single,36864.0,1,354,22,53,11.0,0
Gen_X,post_graduate,relation,44511.0,1,727,34,39,11.0,0
Gen_X,post_graduate,relation,36947.0,2,146,20,49,11.0,0
Baby_boomers,post_graduate,relation,47352.0,1,319,23,70,10.0,0
Baby_boomers,post_graduate,relation,67087.0,1,794,26,40,10.0,0
Baby_boomers,graduate,relation,57045.0,1,454,21,40,11.0,0
Baby_boomers,post_graduate,single,36957.0,2,152,20,43,12.0,0
Gen_X,post_graduate,relation,69389.0,1,797,26,17,11.0,0
Gen_X,graduate,relation,80134.0,1,1690,22,40,11.0,3
Gen_X,post_graduate,relation,43142.0,2,20,11,84,10.0,0
Builder,graduate,relation,80589.0,0,1428,22,25,10.0,1
Millennial,graduate,single,34412.0,1,209,20,62,11.0,0
Gen_X,graduate,single,57537.0,1,545,23,83,10.0,0
Gen_X,under_graduate,relation,22634.0,0,96,14,47,11.0,0
Baby_boomers,graduate,relation,51315.0,0,222,12,45,10.0,0
Gen_X,graduate,relation,36026.0,3,61,13,34,10.0,0
Gen_X,graduate,relation,24639.0,2,44,15,3,10.0,0
Gen_X,post_graduate,relation,34578.0,3,8,10,1,9.0,0
Gen_X,post_graduate,single,65704.0,0,817,24,18,10.0,0
Gen_X,graduate,single,63810.0,1,1371,31,45,11.0,1
Gen_X,post_graduate,relation,54132.0,1,42,12,81,10.0,0
Baby_boomers,graduate,relation,18690.0,0,60,13,77,11.0,0
Gen_X,graduate,relation,28164.0,1,78,16,23,11.0,0
Gen_X,post_graduate,relation,34596.0,1,23,12,48,11.0,0
Gen_X,post_graduate,relation,43269.0,1,19,12,61,10.0,0
Baby_boomers,post_graduate,single,38741.0,2,61,14,60,10.0,0
Gen_X,graduate,single,31907.0,0,449,21,75,11.0,0
Millennial,post_graduate,relation,27100.0,1,37,12,64,11.0,0
Gen_X,post_graduate,single,31163.0,1,38,11,54,10.0,0
Millennial,graduate,relation,92533.0,0,1131,25,84,10.0,2
Gen_X,graduate,single,34853.0,2,34,13,75,10.0,0
Gen_X,graduate,single,70844.0,2,294,24,16,10.0,0
Gen_X,post_graduate,relation,31086.0,2,48,14,79,11.0,1
Baby_boomers,graduate,relation,60544.0,2,289,21,92,11.0,0
Millennial,post_graduate,relation,20491.0,0,30,11,16,11.0,0
Baby_boomers,graduate,relation,42523.0,0,125,9,96,10.0,0
Millennial,graduate,relation,39922.0,1,156,17,30,11.0,0
Baby_boomers,graduate,relation,33402.0,2,70,17,60,10.0,0
Baby_boomers,post_graduate,relation,36408.0,2,22,10,11,10.0,0
Gen_X,graduate,relation,21645.0,1,65,18,75,12.0,0
Baby_boomers,post_graduate,single,78427.0,0,1930,26,36,11.0,1
Baby_boomers,graduate,relation,82657.0,0,2283,27,71,10.0,2
Baby_boomers,graduate,relation,51876.0,0,310,14,88,10.0,0
Gen_X,post_graduate,relation,78041.0,0,1319,20,93,11.0,0
Baby_boomers,graduate,relation,52852.0,1,879,34,93,12.0,1
Millennial,post_graduate,relation,70038.0,0,1244,19,54,10.0,0
Gen_X,post_graduate,relation,69401.0,1,690,19,41,10.0,0
Gen_X,graduate,relation,46053.0,1,209,17,46,11.0,0
Gen_X,graduate,relation,77343.0,0,1134,18,28,9.0,0
Baby_boomers,graduate,single,73892.0,0,1507,24,40,10.0,0
Gen_X,post_graduate,single,40304.0,1,57,13,82,10.0,0
Gen_X,post_graduate,relation,32727.0,0,529,25,38,11.0,0
Gen_X,graduate,relation,68695.0,0,1091,18,3,10.0,0
Gen_X,graduate,single,43300.0,1,180,19,87,11.0,0
Gen_X,graduate,relation,26290.0,2,77,16,49,10.0,0
Gen_X,graduate,single,93790.0,0,2349,27,16,9.0,3
Gen_X,post_graduate,relation,38410.0,0,534,24,65,11.0,0
Baby_boomers,post_graduate,single,64866.0,1,556,26,9,10.0,1
Baby_boomers,graduate,relation,57957.0,1,637,28,24,10.0,0
Baby_boomers,post_graduate,relation,46015.0,2,46,12,25,10.0,2
Gen_X,graduate,relation,16531.0,1,44,16,43,10.0,0
Millennial,post_graduate,relation,28072.0,1,47,12,10,10.0,0
Baby_boomers,post_graduate,single,49476.0,1,795,24,29,11.0,0
Baby_boomers,graduate,relation,50725.0,1,586,29,45,11.0,0
Baby_boomers,graduate,relation,83844.0,0,1574,21,57,10.0,1
Baby_boomers,post_graduate,relation,41145.0,2,13,7,20,9.0,0
Gen_X,graduate,relation,67419.0,1,1471,30,29,11.0,0
Gen_X,post_graduate,relation,23162.0,2,65,14,82,10.0,0
Gen_X,graduate,relation,34380.0,1,175,20,68,11.0,0
Gen_X,graduate,single,34704.0,1,40,10,65,11.0,0
Gen_X,post_graduate,relation,94871.0,2,1078,25,99,12.0,2
Baby_boomers,graduate,relation,65148.0,1,1115,25,9,11.0,0
Baby_boomers,graduate,relation,39898.0,1,134,16,20,10.0,0
Baby_boomers,post_graduate,single,64857.0,0,1540,27,78,11.0,0
Gen_X,post_graduate,relation,59892.0,1,87,10,26,11.0,0
Millennial,post_graduate,single,41020.0,0,217,13,68,10.0,0
Baby_boomers,post_graduate,relation,57072.0,1,1034,32,79,10.0,1
Gen_X,graduate,single,60474.0,1,1180,38,25,11.0,0
Baby_boomers,graduate,relation,62807.0,1,819,28,83,11.0,0
Millennial,post_graduate,relation,19414.0,1,32,13,32,10.0,0
Millennial,graduate,relation,19107.0,1,46,13,49,10.0,0
Gen_X,post_graduate,relation,75484.0,1,1159,22,50,12.0,0
Gen_X,post_graduate,single,70379.0,1,860,29,84,11.0,0
Gen_X,post_graduate,relation,79419.0,0,1631,17,96,10.0,0
Baby_boomers,post_graduate,relation,64014.0,3,444,29,56,9.0,1
Baby_boomers,graduate,relation,76998.0,1,1910,35,85,10.0,1
Gen_X,post_graduate,relation,49854.0,1,380,24,63,10.0,0
Gen_X,post_graduate,relation,60585.0,2,736,35,17,11.0,0
Baby_boomers,post_graduate,single,42873.0,2,269,23,11,11.0,0
Millennial,graduate,relation,87679.0,0,2524,33,62,10.0,3
Gen_X,graduate,relation,57867.0,1,612,31,48,11.0,0
Millennial,graduate,relation,35765.0,1,75,14,86,10.0,0
Baby_boomers,graduate,relation,65492.0,0,1045,28,73,10.0,0
Gen_X,graduate,single,32952.0,1,55,13,36,11.0,0
Gen_X,post_graduate,relation,53374.0,1,1064,30,34,11.0,1
Baby_boomers,graduate,relation,71706.0,1,1443,30,16,11.0,0
Millennial,graduate,relation,68487.0,0,1366,34,48,11.0,0
Gen_X,post_graduate,relation,53253.0,2,436,24,61,10.0,0
Gen_X,post_graduate,single,31163.0,1,38,11,54,10.0,0
Gen_X,graduate,relation,42014.0,1,436,28,56,11.0,0
Gen_X,post_graduate,relation,54108.0,2,747,40,74,12.0,0
Baby_boomers,post_graduate,single,49667.0,0,1396,30,35,11.0,1
Gen_X,post_graduate,relation,63206.0,0,928,16,65,10.0,1
Gen_X,post_graduate,relation,57136.0,2,642,32,48,10.0,0
Gen_X,post_graduate,relation,46772.0,1,1048,38,88,11.0,1
Gen_X,post_graduate,relation,78931.0,0,943,25,19,10.0,0
Baby_boomers,graduate,relation,53977.0,1,907,32,21,10.0,0
Millennial,graduate,relation,84219.0,0,1198,19,27,10.0,0
Gen_X,post_graduate,single,46098.0,2,120,19,86,11.0,0
Gen_X,graduate,relation,73538.0,1,1658,33,92,11.0,0
Millennial,graduate,relation,79529.0,0,1638,24,1,10.0,0
Gen_X,post_graduate,relation,20981.0,0,73,15,14,11.0,0
Millennial,graduate,single,51766.0,1,275,17,74,9.0,0
Baby_boomers,graduate,relation,55759.0,1,854,34,84,11.0,0
Gen_X,graduate,relation,33039.0,1,78,12,4,10.0,0
Gen_X,post_graduate,relation,37787.0,1,106,15,50,10.0,0
Gen_X,graduate,single,27242.0,1,106,16,2,11.0,0
Millennial,post_graduate,single,87188.0,0,1923,22,73,11.0,0
Gen_X,graduate,relation,69930.0,0,1662,25,21,11.0,0
Gen_X,graduate,single,37697.0,1,84,13,82,10.0,0
Gen_X,post_graduate,relation,37401.0,1,48,14,14,10.0,0
Gen_X,graduate,single,3502.0,1,5,14,56,11.0,0
Gen_X,graduate,relation,58597.0,2,733,39,20,11.0,0
Baby_boomers,post_graduate,single,82032.0,0,1234,18,54,10.0,0
Baby_boomers,graduate,relation,28087.0,2,112,16,77,11.0,0
Millennial,post_graduate,single,74004.0,0,1658,18,5,10.0,2
Baby_boomers,graduate,relation,19740.0,1,55,12,65,11.0,0
Gen_X,post_graduate,relation,57036.0,1,1513,35,33,11.0,1
Baby_boomers,post_graduate,relation,53083.0,2,271,24,65,11.0,1
Gen_X,post_graduate,relation,69283.0,1,904,32,41,10.0,0
Gen_X,post_graduate,single,46098.0,2,120,19,86,11.0,0
Millennial,post_graduate,relation,23331.0,1,103,16,92,12.0,0
Millennial,post_graduate,single,23331.0,1,269,26,97,12.0,0
Millennial,graduate,single,9255.0,1,22,13,91,10.0,0
Baby_boomers,post_graduate,single,67786.0,0,1156,17,0,10.0,0
Gen_X,post_graduate,relation,71969.0,1,1086,27,59,11.0,1
Gen_X,post_graduate,single,59235.0,1,1128,35,4,10.0,0
Millennial,graduate,relation,31928.0,1,72,16,5,10.0,0
Baby_boomers,post_graduate,relation,74881.0,2,964,32,48,10.0,0
Gen_X,graduate,relation,65819.0,0,1383,23,99,11.0,0
Baby_boomers,post_graduate,single,51411.0,3,18,9,81,11.0,0
Baby_boomers,graduate,single,51983.0,1,793,31,95,11.0,0
Millennial,post_graduate,relation,42386.0,1,100,15,43,11.0,0
Millennial,post_graduate,relation,30390.0,0,80,12,5,11.0,0
Baby_boomers,graduate,single,30983.0,0,167,16,50,11.0,0
Baby_boomers,graduate,single,66033.0,1,677,27,76,11.0,0
Gen_X,post_graduate,relation,37284.0,2,23,10,46,11.0,0
Baby_boomers,post_graduate,single,57530.0,1,92,8,68,10.0,0
Gen_X,post_graduate,relation,76800.0,0,641,17,33,9.0,0
Baby_boomers,graduate,relation,63943.0,1,1106,22,50,12.0,0
Baby_boomers,graduate,relation,76081.0,0,1033,16,85,10.0,1
Gen_X,graduate,relation,67445.0,1,1174,38,63,11.0,0
Gen_X,post_graduate,relation,37054.0,2,25,13,89,10.0,0
Baby_boomers,post_graduate,relation,47175.0,2,240,25,81,11.0,1
Gen_X,graduate,single,31859.0,1,20,11,77,11.0,0
Baby_boomers,graduate,single,27215.0,3,102,17,50,11.0,0
Gen_X,post_graduate,single,70179.0,1,1034,31,10,10.0,0
Millennial,graduate,relation,39922.0,1,156,17,30,11.0,0
Gen_X,post_graduate,relation,49681.0,2,458,28,66,11.0,0
Millennial,graduate,relation,24645.0,1,17,12,16,12.0,0
Baby_boomers,graduate,single,79865.0,1,792,22,12,10.0,0
Millennial,graduate,relation,44322.0,1,92,16,30,10.0,0
Baby_boomers,graduate,single,47958.0,1,407,21,8,11.0,0
Baby_boomers,post_graduate,single,63972.0,1,1269,27,93,12.0,1
Baby_boomers,graduate,relation,75315.0,1,841,25,14,10.0,0
Baby_boomers,post_graduate,relation,55517.0,2,633,32,53,11.0,0
Baby_boomers,post_graduate,relation,75283.0,3,1019,29,26,11.0,0
Baby_boomers,post_graduate,single,82800.0,0,1315,29,23,11.0,2
Baby_boomers,graduate,relation,38998.0,2,54,16,92,12.0,0
Millennial,post_graduate,single,90638.0,0,2525,19,29,10.0,1
Millennial,post_graduate,relation,27161.0,1,52,12,41,10.0,0
Gen_X,graduate,relation,42014.0,1,436,28,56,11.0,0
Baby_boomers,post_graduate,relation,38201.0,1,268,23,19,11.0,0
Millennial,graduate,relation,45203.0,2,147,14,4,10.0,0
Baby_boomers,post_graduate,relation,81574.0,0,1798,19,89,10.0,2
Millennial,graduate,relation,34935.0,0,137,15,71,11.0,0
Gen_X,post_graduate,single,60482.0,1,507,24,81,11.0,0
Baby_boomers,graduate,relation,34633.0,3,15,10,31,10.0,0
Baby_boomers,post_graduate,relation,78093.0,0,1105,18,53,10.0,0
Baby_boomers,graduate,single,82460.0,0,974,16,78,11.0,0
Gen_X,post_graduate,relation,45903.0,1,66,12,80,10.0,0
Millennial,graduate,single,81361.0,0,778,28,18,10.0,0
Gen_X,post_graduate,single,35860.0,2,49,11,37,10.0,1
Baby_boomers,post_graduate,relation,40442.0,2,169,19,52,11.0,0
Gen_X,graduate,relation,61482.0,0,299,14,39,10.0,0
Millennial,graduate,relation,34968.0,1,221,24,11,10.0,0
Millennial,graduate,relation,75794.0,0,1682,28,33,10.0,1
Baby_boomers,post_graduate,relation,31497.0,1,155,18,22,12.0,0
Baby_boomers,graduate,relation,74268.0,0,892,15,83,11.0,0
Millennial,under_graduate,relation,13724.0,1,58,14,43,11.0,1
Gen_X,post_graduate,relation,45143.0,1,311,22,74,10.0,0
Gen_X,post_graduate,single,52569.0,1,95,10,54,10.0,0
Gen_X,post_graduate,single,48432.0,1,424,27,3,11.0,0
Baby_boomers,post_graduate,relation,17144.0,2,47,19,96,10.0,0
Millennial,graduate,single,36108.0,1,339,24,68,10.0,1
Gen_X,graduate,relation,76445.0,1,1410,27,2,11.0,0
Gen_X,post_graduate,relation,36663.0,1,35,8,40,10.0,0
Gen_X,post_graduate,relation,53843.0,1,562,27,64,11.0,0
Baby_boomers,post_graduate,relation,90226.0,0,2352,26,26,11.0,1
Baby_boomers,post_graduate,single,70638.0,0,1334,23,69,11.0,1
Baby_boomers,graduate,relation,44512.0,2,32,10,57,10.0,0
Baby_boomers,graduate,relation,27116.0,2,41,14,78,10.0,0
Baby_boomers,post_graduate,relation,54072.0,2,39,13,71,10.0,0
Gen_X,graduate,relation,71855.0,1,1141,28,59,11.0,0
Millennial,post_graduate,single,51250.0,1,710,33,28,11.0,1
Gen_X,post_graduate,relation,60432.0,1,401,25,61,9.0,0
Baby_boomers,post_graduate,relation,65526.0,1,506,19,22,9.0,0
Millennial,graduate,single,68655.0,0,1538,24,95,11.0,0
Gen_X,post_graduate,relation,12393.0,0,57,15,38,12.0,0
Millennial,graduate,single,64509.0,0,1722,23,19,10.0,1
Gen_X,graduate,single,33955.0,1,270,23,92,10.0,0
Gen_X,graduate,relation,31353.0,2,31,14,24,10.0,0
Millennial,graduate,relation,55434.0,1,882,28,21,11.0,0
Millennial,graduate,relation,28359.0,1,16,11,35,10.0,0
Millennial,graduate,single,57100.0,1,311,17,9,10.0,0
Gen_X,graduate,relation,69139.0,1,227,15,23,10.0,0
Baby_boomers,post_graduate,relation,52973.0,1,1152,39,92,11.0,0
Gen_X,post_graduate,relation,51717.0,1,122,15,55,10.0,1
Gen_X,graduate,relation,18793.0,1,77,17,14,10.0,0
Millennial,post_graduate,relation,66664.0,0,1289,22,78,11.0,0
Baby_boomers,graduate,single,50664.0,2,561,33,64,11.0,0
Baby_boomers,graduate,relation,54414.0,2,211,17,49,11.0,0
Baby_boomers,post_graduate,relation,54549.0,1,233,19,8,10.0,0
Gen_X,post_graduate,single,47111.0,1,1092,30,35,11.0,0
Baby_boomers,post_graduate,single,41003.0,0,601,23,11,11.0,0
Millennial,graduate,relation,19444.0,1,54,17,8,10.0,0
Gen_X,post_graduate,relation,36301.0,1,78,14,53,10.0,0
Baby_boomers,post_graduate,relation,73059.0,1,1095,30,36,10.0,0
Gen_X,post_graduate,relation,42731.0,1,244,18,64,10.0,0
Baby_boomers,post_graduate,relation,52854.0,2,116,14,43,10.0,0
Gen_X,graduate,relation,22775.0,1,15,12,40,11.0,0
Baby_boomers,post_graduate,relation,46681.0,2,425,21,52,10.0,0
Baby_boomers,post_graduate,relation,59821.0,1,734,34,11,10.0,0
Baby_boomers,graduate,single,50002.0,1,638,26,21,11.0,0
Builder,graduate,relation,69755.0,0,894,23,23,11.0,0
Gen_X,graduate,relation,44078.0,2,41,12,17,10.0,0
Gen_X,post_graduate,relation,30560.0,1,31,12,6,11.0,0
Gen_X,post_graduate,relation,35924.0,2,34,10,56,10.0,0
Baby_boomers,post_graduate,single,64140.0,2,1750,23,71,10.0,3
Millennial,graduate,relation,56386.0,2,612,34,51,11.0,0
Gen_X,under_graduate,relation,24594.0,1,29,10,94,10.0,0
Millennial,post_graduate,relation,75774.0,1,823,25,27,10.0,0
Baby_boomers,post_graduate,single,39228.0,0,20,8,1,10.0,0
Gen_X,post_graduate,relation,58494.0,1,396,22,56,10.0,0
Millennial,graduate,single,58684.0,0,813,23,71,10.0,1
Gen_X,graduate,single,57136.0,0,1179,26,18,11.0,0
Baby_boomers,post_graduate,single,56551.0,2,138,14,48,9.0,0
Millennial,graduate,relation,22448.0,1,55,12,86,10.0,0
Baby_boomers,graduate,single,82014.0,0,1511,28,48,11.0,0
Baby_boomers,graduate,single,34213.0,2,117,18,2,11.0,0
Gen_X,graduate,relation,157146.0,0,1730,29,13,11.0,0
Baby_boomers,post_graduate,single,25358.0,1,32,12,57,10.0,0
Gen_X,post_graduate,single,35544.0,1,67,13,77,9.0,0
Baby_boomers,post_graduate,relation,36634.0,1,335,22,0,11.0,0
Baby_boomers,post_graduate,relation,62670.0,1,825,25,57,10.0,0
Gen_X,post_graduate,relation,50334.0,1,694,29,24,10.0,0
Millennial,graduate,single,72066.0,0,1792,19,55,10.0,2
Baby_boomers,post_graduate,single,50729.0,2,496,30,62,11.0,0
Gen_X,graduate,relation,34916.0,2,231,22,89,11.0,0
Gen_X,graduate,single,64892.0,1,902,28,77,10.0,0
Gen_X,graduate,single,43602.0,2,68,15,45,9.0,0
Millennial,post_graduate,single,33996.0,0,71,10,46,10.0,0
Millennial,post_graduate,single,41473.0,1,76,13,80,11.0,0
Gen_X,post_graduate,relation,63246.0,2,772,26,60,10.0,0
Baby_boomers,post_graduate,relation,36732.0,2,47,11,71,10.0,0
Gen_X,post_graduate,relation,69084.0,1,1586,33,43,10.0,0
Gen_X,post_graduate,relation,77766.0,1,1529,40,97,11.0,1
